date;adj_close;volume
1/10/2019;177.340424;7676276225
2/10/2019;180.71051;6335595250
3/10/2019;175.199341;6381403725
4/10/2019;176.985001;6248928449
5/10/2019;176.351517;5837211771
6/10/2019;173.059143;5852890674
7/10/2019;181.18634;7844316834
8/10/2019;182.021561;7466282780
9/10/2019;193.293259;9088122101
10/10/2019;191.659668;8375913276
11/10/2019;182.569687;9128522970
12/10/2019;180.826645;7494328840
13/10/2019;182.07515;6733182273
14/10/2019;186.960907;7276520699
15/10/2019;181.406067;7731456579
16/10/2019;176.013504;7691244590
17/10/2019;178.028351;6737237423
18/10/2019;173.621338;7566257807
19/10/2019;172.913025;6551453871
20/10/2019;175.534378;6801091120
21/10/2019;174.92099;6815820627
22/10/2019;172.300858;6990951966
23/10/2019;162.402786;9624925919
24/10/2019;162.168549;7300917537
25/10/2019;181.523209;10358594018
26/10/2019;179.83548;13831784986
27/10/2019;184.242218;10815941952
28/10/2019;182.662811;10406734124
29/10/2019;190.342575;10622761958
30/10/2019;184.692169;10484902804
31/10/2019;183.966919;9607939606
1/11/2019;183.969894;9145611130
2/11/2019;183.92572;8087991830
3/11/2019;182.425018;8760247744
4/11/2019;186.355194;10551917945
5/11/2019;189.304169;10024177342
6/11/2019;191.593842;10156458684
7/11/2019;187.976547;9081247799
8/11/2019;184.211472;9176780911
9/11/2019;185.028717;7277418704
10/11/2019;189.47728;8752784211
11/11/2019;185.489639;7877424106
12/11/2019;186.843414;7792186666
13/11/2019;188.258743;7343173596
14/11/2019;185.999634;7872664470
15/11/2019;180.521179;8815678477
16/11/2019;183.348358;6789888120
17/11/2019;185.119232;7364325471
18/11/2019;180.559601;7787662111
19/11/2019;177.455551;7536699743
20/11/2019;175.698349;7205785149
21/11/2019;161.462723;8546371325
22/11/2019;150.268173;12020749863
23/11/2019;153.417786;8289198330
24/11/2019;142.834702;7782769098
25/11/2019;146.476532;10962753356
26/11/2019;148.965073;7648516297
27/11/2019;153.010559;8778095308
28/11/2019;151.717575;7346531960
29/11/2019;155.304153;7503898278
30/11/2019;152.539688;6565950868
1/12/2019;151.18573;7102780298
2/12/2019;149.059158;6670561362
3/12/2019;147.956421;6204379850
4/12/2019;146.747742;7865937094
5/12/2019;149.248993;6745910228
6/12/2019;149.194443;6458766441
7/12/2019;148.768158;5911233284
8/12/2019;151.264725;6441727252
9/12/2019;148.225174;6744206747
10/12/2019;146.267044;6859512025
11/12/2019;143.608002;7037180049
12/12/2019;145.604004;7890383413
13/12/2019;144.944748;7264810247
14/12/2019;142.869232;7048066973
15/12/2019;143.11499;7235153411
16/12/2019;133.614029;8992282119
17/12/2019;122.603889;9057166141
18/12/2019;133.092194;11864518321
19/12/2019;129.321136;9564699140
20/12/2019;129.066055;8173594150
21/12/2019;128.130951;7449064703
22/12/2019;132.372513;9121058481
23/12/2019;128.61409;9622497693
24/12/2019;129.063889;7961819689
25/12/2019;126.454636;8418019054
26/12/2019;126.361221;8600871980
27/12/2019;127.214607;8299390176
28/12/2019;128.322708;8069298610
29/12/2019;134.75798;9708776786
30/12/2019;132.633484;9796951716
31/12/2019;129.610855;8936866397
1/1/2020;130.802002;7935230330
2/1/2020;127.410179;8032709256
3/1/2020;134.171707;10476845358
4/1/2020;135.069366;7430904515
5/1/2020;136.276779;7526675353
6/1/2020;144.304153;9093747121
7/1/2020;143.543991;9257954672
8/1/2020;141.258133;9387194957
9/1/2020;138.979202;7697325348
10/1/2020;143.963776;9084816203
11/1/2020;142.927109;9332208590
12/1/2020;145.873932;8528167453
13/1/2020;144.226593;8378529470
14/1/2020;165.955353;16712318373
15/1/2020;166.230682;15173694057
16/1/2020;164.391006;13735193018
17/1/2020;170.779953;14997091826
18/1/2020;175.365677;14929342256
19/1/2020;166.969849;13713374132
20/1/2020;167.120514;11144529787
21/1/2020;169.697159;9789369362
22/1/2020;168.294159;9209827928
23/1/2020;162.928558;10396868698
24/1/2020;163.051178;10657671162
25/1/2020;161.283936;8256956802
26/1/2020;168.077103;9261861590
27/1/2020;170.930893;11004476145
28/1/2020;176.370316;11772875064
29/1/2020;175.050339;10725267311
30/1/2020;184.690475;12604789338
31/1/2020;180.160172;11728616394
1/2/2020;183.67395;11569697182
2/2/2020;188.617538;14054425389
3/2/2020;189.865067;12392875241
4/2/2020;189.250595;11714191695
5/2/2020;204.23024;14865434435
6/2/2020;212.339081;16425589683
7/2/2020;222.726059;16673443564
8/2/2020;223.146515;16741203125
9/2/2020;228.578568;15031356241
10/2/2020;223.522705;16210008511
11/2/2020;235.851196;16964695963
12/2/2020;265.406128;24545049386
13/2/2020;268.099243;25801317504
14/2/2020;284.217499;23558253463
15/2/2020;264.728577;23682452994
16/2/2020;259.894714;25152366643
17/2/2020;266.363434;26024080089
18/2/2020;281.94458;26511477187
19/2/2020;259.763977;22679414413
20/2/2020;257.949463;23229828870
21/2/2020;265.600616;20867593292
22/2/2020;262.331726;16906032862
23/2/2020;273.75415;19585998814
24/2/2020;265.216431;22400845640
25/2/2020;247.817596;21878882134
26/2/2020;225.680267;26235617201
27/2/2020;226.753387;25645522790
28/2/2020;226.760498;22563530559
29/2/2020;219.848511;18181296376
1/3/2020;218.970596;18179807469
2/3/2020;230.569778;20305587789
3/3/2020;224.47963;19853178572
4/3/2020;224.517975;16567075208
5/3/2020;229.268188;18201291785
6/3/2020;243.525299;19374772256
7/3/2020;237.853088;19431652027
8/3/2020;200.689056;21381823651
9/3/2020;201.986328;23645428606
10/3/2020;200.767242;18344930072
11/3/2020;194.86853;16984790291
12/3/2020;112.347122;22134741655
13/3/2020;133.201813;27864623061
14/3/2020;123.306023;12740784545
15/3/2020;125.214302;12719251813
16/3/2020;110.605873;15984904590
17/3/2020;113.942749;12087490572
18/3/2020;114.84227;11617854009
19/3/2020;136.593857;16396753275
20/3/2020;132.737167;18960388062
21/3/2020;132.81871;13684083308
22/3/2020;123.321152;12497707224
23/3/2020;134.911606;14149877968
24/3/2020;138.761444;14609068673
25/3/2020;136.195892;13433092920
26/3/2020;138.361557;11367261176
27/3/2020;133.937943;11396286629
28/3/2020;130.986496;12162403960
29/3/2020;125.583733;9938133669
30/3/2020;132.904541;11841123306
31/3/2020;133.593567;11065246317
1/4/2020;135.634552;12456564435
2/4/2020;142.029144;15322861686
3/4/2020;142.091309;13184603402
4/4/2020;145.219391;11946658257
5/4/2020;143.546646;11280993591
6/4/2020;169.13588;21636382525
7/4/2020;165.101944;21659346091
8/4/2020;172.641739;17063110836
9/4/2020;170.807144;14901696210
10/4/2020;158.412445;17980944616
11/4/2020;158.216019;13555089447
12/4/2020;161.142426;15123721386
13/4/2020;156.279556;16465282133
14/4/2020;157.59639;14723156630
15/4/2020;153.286896;14171753737
16/4/2020;172.157379;22910469236
17/4/2020;171.63858;16714684266
18/4/2020;186.914001;20160323443
19/4/2020;181.61496;19146038381
20/4/2020;172.297165;21266681335
21/4/2020;172.737701;16458767984
22/4/2020;182.599579;17994666395
23/4/2020;185.028671;21275740032
24/4/2020;189.236938;16788555028
25/4/2020;195.515305;18260969748
26/4/2020;197.317535;18335367012
27/4/2020;197.224716;18670194595
28/4/2020;198.41539;18217507467
29/4/2020;216.968231;26397548759
30/4/2020;207.602051;28089191904
1/5/2020;214.219101;20816320834
2/5/2020;215.325378;18260876092
3/5/2020;210.933151;20469034664
4/5/2020;208.174011;22602446422
5/5/2020;206.774399;19004689099
6/5/2020;204.055786;20343543799
7/5/2020;212.289413;23594744655
8/5/2020;212.991577;20445139356
9/5/2020;211.600128;18950547549
10/5/2020;188.599564;25211575193
11/5/2020;185.912842;20054601647
12/5/2020;189.3125;15899726284
13/5/2020;199.193283;17054662289
14/5/2020;202.949097;20150524861
15/5/2020;195.622665;16602342092
16/5/2020;200.677124;15379081645
17/5/2020;207.158691;15470397303
18/5/2020;214.525055;17411566928
19/5/2020;213.451111;14346192779
20/5/2020;210.096741;12730175511
21/5/2020;199.883606;13308321229
22/5/2020;207.169189;12041592114
23/5/2020;208.694397;10665476768
24/5/2020;202.370346;11833299572
25/5/2020;205.319748;10415044124
26/5/2020;201.902313;10159741290
27/5/2020;208.863434;10631034756
28/5/2020;219.840424;12212469604
29/5/2020;220.675125;12265816557
30/5/2020;242.345596;15027397867
31/5/2020;230.975708;12234904813
1/6/2020;246.99176;13951727936
2/6/2020;237.219055;13782107567
3/6/2020;244.179321;9861760817
4/6/2020;244.426392;10170414304
5/6/2020;241.221985;9293963914
6/6/2020;241.93132;8114873845
7/6/2020;245.167252;9544883157
8/6/2020;246.309906;8076783299
9/6/2020;244.911453;8446545788
10/6/2020;247.444946;8792990206
11/6/2020;231.702667;12356528860
12/6/2020;237.49321;8868955009
13/6/2020;238.908844;7141624980
14/6/2020;234.1147;7439385176
15/6/2020;229.928909;10536099884
16/6/2020;234.416168;7965648016
17/6/2020;233.028275;7701391592
18/6/2020;232.101166;6713800872
19/6/2020;227.13829;6946372590
20/6/2020;229.274261;6252830566
21/6/2020;228.989822;5600408178
22/6/2020;242.533188;9079586552
23/6/2020;244.142151;6624530348
24/6/2020;235.772461;8815030025
25/6/2020;232.944489;7010426122
26/6/2020;229.668045;7187490226
27/6/2020;222.959793;6918380955
28/6/2020;225.347168;6205925718
29/6/2020;228.19487;6726164653
30/6/2020;226.315002;6094093001
1/7/2020;231.113419;6463737443
2/7/2020;229.392197;6212210566
3/7/2020;225.38707;5109032700
4/7/2020;229.074112;5228310135
5/7/2020;227.664597;5292172429
6/7/2020;241.510223;8782917553
7/7/2020;239.075531;6441497597
8/7/2020;246.670013;9892586411
9/7/2020;243.015961;8429099199
10/7/2020;240.984985;7281370522
11/7/2020;239.458176;5643067316
12/7/2020;242.131699;6596394718
13/7/2020;239.604584;7787751468
14/7/2020;240.211487;7357458555
15/7/2020;238.423523;6189328448
16/7/2020;233.640884;5832057567
17/7/2020;232.773087;5859850529
18/7/2020;235.48381;5397402117
19/7/2020;238.487518;6251377305
20/7/2020;236.153168;5600686192
21/7/2020;245.016724;6806696015
22/7/2020;262.190643;7702077383
23/7/2020;274.689056;10281309262
24/7/2020;279.215424;9466060358
25/7/2020;304.056763;10785021813
26/7/2020;309.643616;12003973026
27/7/2020;321.514099;15644257058
28/7/2020;316.657257;12357108065
29/7/2020;318.190887;10878845706
30/7/2020;334.586639;11827689045
31/7/2020;345.554657;12030600492
1/8/2020;385.199707;14045259477
2/8/2020;370.671722;18909744275
3/8/2020;386.295166;12834648062
4/8/2020;389.875488;14086704221
5/8/2020;401.590576;12875466638
6/8/2020;394.961945;11304626458
7/8/2020;379.512848;12751687084
8/8/2020;393.987366;9342060531
9/8/2020;391.120453;9451065592
10/8/2020;395.887573;11685827893
11/8/2020;380.384064;12792218737
12/8/2020;391.02417;12408772745
13/8/2020;428.741791;18480303526
14/8/2020;437.397827;15064589987
15/8/2020;433.354919;12416067894
16/8/2020;433.786621;12168816874
17/8/2020;429.53125;13227089410
18/8/2020;423.669312;11978984079
19/8/2020;406.463776;13137391167
20/8/2020;416.439789;10043032427
21/8/2020;389.126343;11781796374
22/8/2020;395.835144;10131847985
23/8/2020;391.384491;8137303970
24/8/2020;408.144196;10328860398
25/8/2020;384.001038;12428442042
26/8/2020;386.466125;9967343483
27/8/2020;382.632629;10457777652
28/8/2020;395.874664;9120674421
29/8/2020;399.921478;8777703481
30/8/2020;428.395721;11211948040
31/8/2020;435.079742;12774741797
1/9/2020;477.05191;18862763756
2/9/2020;440.040497;19691854014
3/9/2020;385.671936;19622845896
4/9/2020;388.24115;16747106257
5/9/2020;335.260071;29880047640
6/9/2020;353.362274;27643678917
7/9/2020;352.673492;21763614732
8/9/2020;337.602112;17991403432
9/9/2020;351.110016;14547933520
10/9/2020;368.101898;31421134556
11/9/2020;374.695587;27296269329
12/9/2020;387.183105;13295405814
13/9/2020;365.570007;15005899191
14/9/2020;377.26886;17536695361
15/9/2020;364.839203;16140584321
16/9/2020;365.812286;16107612177
17/9/2020;389.019226;19899531080
18/9/2020;384.364532;14108357740
19/9/2020;385.544373;11049507684
20/9/2020;371.052826;12292195784
21/9/2020;341.786072;17398267133
22/9/2020;344.503174;12732578043
23/9/2020;321.116302;12899346599
24/9/2020;349.355591;15714304470
25/9/2020;352.183258;14381086966
26/9/2020;355.488098;13049148579
27/9/2020;357.438507;13598126926
28/9/2020;355.159424;14258455166
29/9/2020;359.757385;11600013236
30/9/2020;359.937866;11818610610
1/10/2020;353.205902;14679481911
2/10/2020;346.238922;14215390463
3/10/2020;346.522095;10060167889
4/10/2020;352.57901;10696959020
5/10/2020;353.956787;11809507622
6/10/2020;340.815857;12830796112
7/10/2020;341.808655;11929918060
8/10/2020;350.766144;13461017711
9/10/2020;365.590485;13043501763
10/10/2020;370.96759;13618484324
11/10/2020;375.142059;12584512533
12/10/2020;387.731262;15867455424
13/10/2020;381.190765;14226744838
14/10/2020;379.484039;13918846567
15/10/2020;377.441833;14964182545
16/10/2020;366.229004;14670784817
17/10/2020;368.855927;10951115359
18/10/2020;378.213684;11047103109
19/10/2020;379.935608;12811242092
20/10/2020;369.136902;13741586582
21/10/2020;392.189972;20241324322
22/10/2020;413.77298;15772846485
23/10/2020;409.766693;14256222052
24/10/2020;412.457611;12201739194
25/10/2020;406.217773;10890207469
26/10/2020;393.888306;15155684229
27/10/2020;403.99704;13940434102
28/10/2020;388.650757;15276441134
29/10/2020;386.730103;12920477749
30/10/2020;382.819977;13688056970
31/10/2020;386.590332;11276963426
1/11/2020;396.358185;10475146018
2/11/2020;383.156738;13997574252
3/11/2020;387.602173;12588494762
4/11/2020;402.141998;15126077675
5/11/2020;414.067352;15440711038
6/11/2020;454.719299;16738305610
7/11/2020;435.713135;18873289788
8/11/2020;453.554779;11292383601
9/11/2020;444.163055;13704320630
10/11/2020;449.679626;12090381666
11/11/2020;462.960541;14075403511
12/11/2020;461.00528;12877327234
13/11/2020;474.626434;13191505725
14/11/2020;460.149841;10312037942
15/11/2020;447.559082;10308617165
16/11/2020;459.940308;11441239444
17/11/2020;480.360077;14593057877
18/11/2020;479.48407;17880199224
19/11/2020;471.630432;12473929218
20/11/2020;509.744568;18629943296
21/11/2020;549.486633;20757099184
22/11/2020;558.068115;21967049601
23/11/2020;608.454041;27272302872
24/11/2020;603.897766;23281758100
25/11/2020;570.686646;20088492893
26/11/2020;518.801147;31104004592
27/11/2020;517.493713;16831105703
28/11/2020;538.229797;14770243833
29/11/2020;575.758057;15017517758
30/11/2020;614.842529;20276867833
1/12/2020;587.324158;27178964465
2/12/2020;598.352356;16883292129
3/12/2020;616.70874;16146190946
4/12/2020;569.354187;16337589997
5/12/2020;596.595459;13498010566
6/12/2020;601.908997;11290893016
7/12/2020;591.843384;10720480962
8/12/2020;554.827759;14398919320
9/12/2020;573.479126;15855915840
10/12/2020;559.678528;11672582040
11/12/2020;545.797363;11098819124
12/12/2020;568.567322;8534557897
13/12/2020;589.663208;9070377862
14/12/2020;586.011169;8125837102
15/12/2020;589.355591;9326645840
16/12/2020;636.181824;15817248373
17/12/2020;642.868958;25479532147
18/12/2020;654.811951;15756303983
19/12/2020;659.297913;12830893778
20/12/2020;638.290833;13375855442
21/12/2020;609.817871;14419493621
22/12/2020;634.854187;14745890080
23/12/2020;583.7146;15261413038
24/12/2020;611.607178;14317413703
25/12/2020;626.410706;13520927700
26/12/2020;635.835815;14761125202
27/12/2020;682.642334;26093552821
28/12/2020;730.397339;24222565862
29/12/2020;731.520142;18710683199
30/12/2020;751.618958;17294574210
31/12/2020;737.803406;13926846861
1/1/2021;730.367554;13652004358
2/1/2021;774.534973;19740771179
3/1/2021;975.50769;45200463368
4/1/2021;1040.233032;56945985763
5/1/2021;1100.006104;41535932781
6/1/2021;1207.112183;44699914188
7/1/2021;1225.678101;40468027280
8/1/2021;1224.197144;44334826666
9/1/2021;1281.077271;33233105361
10/1/2021;1262.246704;40616938053
11/1/2021;1090.145386;60733630300
12/1/2021;1043.43457;37494601692
13/1/2021;1130.73938;30109792795
14/1/2021;1218.453003;33410915929
15/1/2021;1171.834595;35972039310
16/1/2021;1233.537598;32319240157
17/1/2021;1230.172241;29258032819
18/1/2021;1257.279541;25817455560
19/1/2021;1377.295898;47195935190
20/1/2021;1382.274048;46784030909
21/1/2021;1121.570923;45932464754
22/1/2021;1236.512207;43918338506
23/1/2021;1230.990601;27253895441
24/1/2021;1391.609375;36418163554
25/1/2021;1324.414795;43565777745
26/1/2021;1357.058105;41572917750
27/1/2021;1253.187134;39394416990
28/1/2021;1332.492188;34637234789
29/1/2021;1382.522827;53611955259
30/1/2021;1376.115479;30616574234
31/1/2021;1314.986206;25198853581
1/2/2021;1369.040527;29210670920
2/2/2021;1515.193726;45437142801
3/2/2021;1660.909546;41874566399
4/2/2021;1594.762695;44396871836
5/2/2021;1718.650879;40108628454
6/2/2021;1677.846802;39873420648
7/2/2021;1614.227783;39889440151
8/2/2021;1746.616821;48012285956
9/2/2021;1768.035034;44180727529
10/2/2021;1744.243408;41916084617
11/2/2021;1783.797974;36021495262
12/2/2021;1843.532593;37905036865
13/2/2021;1814.109863;35359490535
14/2/2021;1805.084106;31439114900
15/2/2021;1779.791016;38955610883
16/2/2021;1781.067505;34269369268
17/2/2021;1848.458252;35955412703
18/2/2021;1937.449219;28255902969
19/2/2021;1960.164795;26268814253
20/2/2021;1919.534058;34696091102
21/2/2021;1935.601074;23626547717
22/2/2021;1781.99292;42409646036
23/2/2021;1570.203979;52029864713
24/2/2021;1626.575684;31329000537
25/2/2021;1475.703735;24481681873
26/2/2021;1446.033691;31435997881
27/2/2021;1459.973145;20742103233
28/2/2021;1416.04895;27637026080
1/3/2021;1564.707642;24032838645
2/3/2021;1492.608765;22523669722
3/3/2021;1575.853149;22674780680
4/3/2021;1541.914307;22906118718
5/3/2021;1533.275024;21067146937
6/3/2021;1654.741577;22746262366
7/3/2021;1723.153809;23809935410
8/3/2021;1834.727905;27630991158
9/3/2021;1868.048828;23461244507
10/3/2021;1799.16626;25154173185
11/3/2021;1826.194946;24013132909
12/3/2021;1772.102417;22435821312
13/3/2021;1924.685425;25014689475
14/3/2021;1854.564331;19344589211
15/3/2021;1791.702271;26244738810
16/3/2021;1806.971802;23828509590
17/3/2021;1823.449341;24512917348
18/3/2021;1782.855103;23263845504
19/3/2021;1817.624146;21249297710
20/3/2021;1812.634644;22677674970
21/3/2021;1788.217041;22977404620
22/3/2021;1691.333984;23599296129
23/3/2021;1678.650146;21998237965
24/3/2021;1593.413452;31228051473
25/3/2021;1595.359253;29650328701
26/3/2021;1702.842041;22548516548
27/3/2021;1716.494629;18102277710
28/3/2021;1691.355957;16599472938
29/3/2021;1819.684937;22796570548
30/3/2021;1846.033691;22512781703
31/3/2021;1918.362061;30226902621
1/4/2021;1977.276855;30914259795
2/4/2021;2143.225586;34862511022
3/4/2021;2028.422485;32011518871
4/4/2021;2093.122803;26006501902
5/4/2021;2107.887207;28889391170
6/4/2021;2118.378906;29222865881
7/4/2021;1971.077271;36116271935
